time (s), position (m), velocity (m/s), acceleration(m/s^2)
6.405099,1.0263958,0.32025096,0.05
6.410099,1.0279983,0.32050097,0.05
6.415099,1.029602,0.32075098,0.05
6.4200993,1.0312071,0.321001,0.05
6.4250994,1.0328133,0.321251,0.05
6.4300995,1.0344208,0.32150102,0.05
6.4350996,1.0360296,0.32175103,0.05
6.4400997,1.0376396,0.32200104,0.05
6.4451,1.0392509,0.32225105,0.05
6.4501,1.0408634,0.32250106,0.05
6.4551,1.0424771,0.32275108,0.05
6.4601,1.0440922,0.3230011,0.05
6.4651003,1.0457084,0.3232511,0.05
6.4701004,1.047326,0.3235011,0.05
6.4751005,1.0489447,0.32375112,0.05
6.4801006,1.0505648,0.32400113,0.05
6.4851007,1.052186,0.32425115,0.05
6.490101,1.0538086,0.32450116,0.05
6.495101,1.0554323,0.32475117,0.05
6.500101,1.0570574,0.32500118,0.05
6.505101,1.0586836,0.3252512,0.05
6.5101013,1.0603112,0.3255012,0.05
6.5151014,1.06194,0.32575122,0.05
6.5201015,1.0635699,0.32600123,0.05
6.5251017,1.0652012,0.32625124,0.05
6.530102,1.0668336,0.32650125,0.05
6.535102,1.0684674,0.32675126,0.05
6.540102,1.0701023,0.32700127,0.05
6.545102,1.0717386,0.3272513,0.05
6.550102,1.073376,0.3275013,0.05
6.5551023,1.0750148,0.3277513,0.05
6.5601025,1.0766548,0.32800132,0.05
6.5651026,1.0782961,0.32825133,0.05
6.5701027,1.0799385,0.32850134,0.05
6.575103,1.0815823,0.32875136,0.05
6.580103,1.0832273,0.32900137,0.05
6.585103,1.0848736,0.32925138,0.05
6.590103,1.086521,0.3295014,0.05
6.5951033,1.0881698,0.3297514,0.05
6.6001034,1.0898198,0.3300014,0.05
6.6051035,1.0914711,0.33025143,0.05
6.6101036,1.0931236,0.33050144,0.05
6.6151037,1.0947773,0.33075145,0.05
6.620104,1.0964323,0.33100146,0.05
6.625104,1.0980886,0.33125147,0.05
6.630104,1.0997461,0.33150148,0.05
6.635104,1.1014049,0.3317515,0.05
6.6401043,1.1030649,0.3320015,0.05
6.6451044,1.1047262,0.33225152,0.05
6.6501045,1.1063887,0.33250153,0.05
6.6551046,1.1080525,0.33275154,0.05
6.6601048,1.1097175,0.33300155,0.05
6.665105,1.1113838,0.33325157,0.05
6.670105,1.1130513,0.33350158,0.05
6.675105,1.1147201,0.3337516,0.05
6.680105,1.1163901,0.3340016,0.05
6.6851053,1.1180614,0.3342516,0.05
6.6901054,1.1197339,0.33450162,0.05
6.6951056,1.1214077,0.33475164,0.05
6.7001057,1.1230828,0.33500165,0.05
6.705106,1.124759,0.33525166,0.05
6.710106,1.1264365,0.33550167,0.05
6.715106,1.1281152,0.33575168,0.05
6.720106,1.1297952,0.3360017,0.05
6.7251062,1.1314764,0.3362517,0.05
6.7301064,1.1331589,0.33650172,0.05
6.7351065,1.1348426,0.33675173,0.05
6.7401066,1.1365277,0.33700174,0.05
6.7451067,1.1382139,0.33725175,0.05
6.750107,1.1399014,0.33750176,0.05
6.755107,1.1415901,0.33775178,0.05
6.760107,1.1432801,0.3380018,0.05
6.765107,1.1449714,0.3382518,0.05
6.7701073,1.1466639,0.3385018,0.05
6.7751074,1.1483576,0.33875182,0.05
6.7801075,1.1500527,0.33900183,0.05
6.7851076,1.1517489,0.33925185,0.05
6.7901077,1.1534464,0.33950186,0.05
6.795108,1.1551452,0.33975187,0.05
6.800108,1.1568452,0.34000188,0.05
6.805108,1.1585464,0.3402519,0.05
6.810108,1.160249,0.3405019,0.05
6.8151083,1.1619527,0.34075192,0.05
6.8201084,1.1636578,0.34100193,0.05
6.8251085,1.165364,0.34125194,0.05
6.8301086,1.1670716,0.34150195,0.05
6.8351088,1.1687803,0.34175196,0.05
6.840109,1.1704904,0.34200197,0.05
6.845109,1.1722016,0.342252,0.05
6.850109,1.1739142,0.342502,0.05
6.855109,1.175628,0.342752,0.05
6.8601093,1.177343,0.34300202,0.05
6.8651094,1.1790593,0.34325203,0.05
6.8701096,1.1807768,0.34350204,0.05
6.8751097,1.1824956,0.34375206,0.05
6.88011,1.1842155,0.34400207,0.05
6.88511,1.1859368,0.34425208,0.05
6.89011,1.1876593,0.3445021,0.05
6.89511,1.189383,0.3447521,0.05
6.9001102,1.191108,0.3450021,0.05
6.9051104,1.1928343,0.34525213,0.05
6.9101105,1.1945617,0.34550214,0.05
6.9151106,1.1962905,0.34575215,0.05
6.9201107,1.1980205,0.34600216,0.05
6.925111,1.1997517,0.34625217,0.05
6.930111,1.2014842,0.34650218,0.05
6.935111,1.203218,0.3467522,0.05
6.940111,1.204953,0.3470022,0.05
6.9451113,1.2066892,0.34725222,0.05
6.9501114,1.2084267,0.34750223,0.05
6.9551115,1.2101655,0.34775224,0.05
6.9601116,1.2119055,0.34800225,0.05
6.9651117,1.2136468,0.34825227,0.05
6.970112,1.2153893,0.34850228,0.05
6.975112,1.217133,0.3487523,0.05
6.980112,1.218878,0.3490023,0.05
6.985112,1.2206243,0.3492523,0.05
6.9901123,1.2223718,0.34950233,0.05
6.9951124,1.2241206,0.34975234,0.05
7.0001125,1.2258706,0.35000235,0.05
7.0051126,1.2276219,0.35025236,0.05
7.010113,1.2293744,0.35050237,0.05
7.015113,1.2311282,0.35075238,0.05
7.020113,1.2328832,0.3510024,0.05
7.025113,1.2346395,0.3512524,0.05
7.030113,1.236397,0.35150242,0.05
7.0351133,1.2381558,0.35175243,0.05
7.0401134,1.2399158,0.35200244,0.05
7.0451136,1.2416772,0.35225245,0.05
7.0501137,1.2434397,0.35250247,0.05
7.055114,1.2452035,0.35275248,0.05
7.060114,1.2469685,0.3530025,0.05
7.065114,1.2487347,0.3532525,0.05
7.070114,1.2505022,0.3535025,0.05
7.0751143,1.2522709,0.35375252,0.05
7.0801144,1.254041,0.35400254,0.05
7.0851145,1.2558122,0.35425255,0.05
7.0901146,1.2575847,0.35450256,0.05
7.0951147,1.2593584,0.35475257,0.05
7.100115,1.2611334,0.35500258,0.05
7.105115,1.2629097,0.3552526,0.05
7.110115,1.2646872,0.3555026,0.05
7.115115,1.2664659,0.35575262,0.05
7.1201153,1.2682459,0.35600263,0.05
7.1251154,1.2700272,0.35625264,0.05
7.1301155,1.2718097,0.35650265,0.05
7.1351156,1.2735934,0.35675266,0.05
7.1401157,1.2753785,0.35700268,0.05
7.145116,1.2771647,0.3572527,0.05
7.150116,1.2789522,0.3575027,0.05
7.155116,1.280741,0.3577527,0.05
7.160116,1.282531,0.35800272,0.05
7.1651163,1.2843223,0.35825273,0.05
7.1701164,1.2861148,0.35850275,0.05
7.1751165,1.2879086,0.35875276,0.05
7.1801167,1.2897036,0.35900277,0.05
7.185117,1.2914999,0.35925278,0.05
7.190117,1.2932974,0.3595028,0.05
7.195117,1.2950962,0.3597528,0.05
7.200117,1.2968962,0.36000282,0.05
7.205117,1.2986975,0.36025283,0.05
7.2101173,1.3005,0.36050284,0.05
7.2151175,1.3023038,0.36075285,0.05
7.2201176,1.3041089,0.36100286,0.05
7.2251177,1.3059151,0.36125287,0.05
7.230118,1.3077227,0.3615029,0.05
7.235118,1.3095315,0.3617529,0.05
7.240118,1.3113415,0.3620029,0.05
7.245118,1.3131528,0.36225292,0.05
7.2501183,1.3149652,0.36250293,0.05
7.2551184,1.316779,0.36275294,0.05
7.2601185,1.318594,0.36300296,0.05
7.2651186,1.3204103,0.36325297,0.05
7.2701187,1.3222277,0.36350298,0.05
7.275119,1.3240465,0.363753,0.05
7.280119,1.3258665,0.364003,0.05
7.285119,1.3276877,0.364253,0.05
7.290119,1.3295102,0.36450303,0.05
7.2951193,1.331334,0.36475304,0.05
7.3001194,1.333159,0.36500305,0.05
7.3051195,1.3349853,0.36525306,0.05
7.3101196,1.3368127,0.36550307,0.05
7.3151197,1.3386415,0.36575308,0.05
7.32012,1.3404715,0.3660031,0.05
7.32512,1.3423028,0.3662531,0.05
7.33012,1.3441353,0.36650312,0.05
7.33512,1.3459691,0.36675313,0.05
7.3401203,1.3478041,0.36700314,0.05
7.3451204,1.3496404,0.36725315,0.05
7.3501205,1.3514779,0.36750317,0.05
7.3551207,1.3533167,0.36775318,0.05
7.360121,1.3551567,0.3680032,0.05
7.365121,1.356998,0.3682532,0.05
7.370121,1.3588405,0.3685032,0.05
7.375121,1.3606843,0.36875322,0.05
7.380121,1.3625293,0.36900324,0.05
7.3851213,1.3643756,0.36925325,0.05
7.3901215,1.3662231,0.36950326,0.05
7.3951216,1.3680719,0.36975327,0.05
7.4001217,1.3699219,0.37000328,0.05
7.405122,1.3717732,0.3702533,0.05
7.410122,1.3736258,0.3705033,0.05
7.415122,1.3754796,0.37075332,0.05
7.420122,1.3773346,0.37100333,0.05
7.4251223,1.3791908,0.37125334,0.05
7.4301224,1.3810483,0.37150335,0.05
7.4351225,1.382907,0.37175336,0.05
7.4401226,1.384767,0.37200338,0.05
7.4451227,1.3866283,0.3722534,0.05
7.450123,1.3884908,0.3725034,0.05
7.455123,1.3903545,0.3727534,0.05
7.460123,1.3922195,0.37300342,0.05
7.465123,1.3940858,0.37325343,0.05
7.4701233,1.3959533,0.37350345,0.05
7.4751234,1.397822,0.37375346,0.05
7.4801235,1.399692,0.37400347,0.05
7.4851236,1.4015633,0.37425348,0.05
7.4901237,1.4034358,0.3745035,0.05
7.495124,1.4053096,0.3747535,0.05
7.500124,1.4071846,0.37500352,0.05
7.505124,1.4090608,0.37525353,0.05
7.510124,1.4109384,0.37550354,0.05
7.5151243,1.4128171,0.37575355,0.05
7.5201244,1.4146972,0.37600356,0.05
7.5251245,1.4165784,0.37625358,0.05
7.5301247,1.418461,0.3765036,0.05
7.535125,1.4203447,0.3767536,0.05
7.540125,1.4222298,0.3770036,0.05
7.545125,1.424116,0.37725362,0.05
7.550125,1.4260036,0.37750363,0.05
7.555125,1.4278923,0.37775365,0.05
7.5601254,1.4297824,0.37800366,0.05
7.5651255,1.4316736,0.37825367,0.05
7.5701256,1.4335662,0.37850368,0.05
7.5751257,1.43546,0.3787537,0.05
7.580126,1.437355,0.3790037,0.05
7.585126,1.4392513,0.37925372,0.05
7.590126,1.4411489,0.37950373,0.05
7.595126,1.4430476,0.37975374,0.05
7.6001263,1.4449477,0.38000375,0.05
7.6051264,1.446849,0.38025376,0.05
7.6101265,1.4487514,0.38050377,0.05
7.6151266,1.4506552,0.3807538,0.05
7.6201267,1.4525602,0.3810038,0.05
7.625127,1.4544665,0.3812538,0.05
7.630127,1.4563739,0.38150382,0.05
7.635127,1.4582827,0.38175383,0.05
7.640127,1.4601927,0.38200384,0.05
7.6451273,1.462104,0.38225386,0.05
7.6501274,1.4640164,0.38250387,0.05
7.6551275,1.4659302,0.38275388,0.05
7.6601276,1.4678452,0.3830039,0.05
7.6651278,1.4697615,0.3832539,0.05
7.670128,1.471679,0.3835039,0.05
7.675128,1.4735978,0.38375393,0.05
7.680128,1.4755177,0.38400394,0.05
7.685128,1.477439,0.38425395,0.05
7.6901283,1.4793615,0.38450396,0.05
7.6951284,1.4812853,0.38475397,0.05
7.7001286,1.4832103,0.38500398,0.05
7.7051287,1.4851366,0.385254,0.05
7.710129,1.4870641,0.385504,0.05
7.715129,1.4889929,0.38575402,0.05
7.720129,1.4909229,0.38600403,0.05
7.725129,1.4928542,0.38625404,0.05
7.7301292,1.4947867,0.38650405,0.05
7.7351294,1.4967206,0.38675407,0.05
7.7401295,1.4986556,0.38700408,0.05
7.7451296,1.5005919,0.3872541,0.05
7.7501297,1.5025294,0.3875041,0.05
7.75513,1.5044682,0.3877541,0.05
7.76013,1.5064082,0.38800412,0.05
7.76513,1.5083495,0.38825414,0.05
7.77013,1.510292,0.38850415,0.05
7.7751303,1.5122359,0.38875416,0.05
7.7801304,1.5141809,0.38900417,0.05
7.7851305,1.5161272,0.38925418,0.05
7.7901306,1.5180748,0.3895042,0.05
7.7951307,1.5200235,0.3897542,0.05
7.800131,1.5219735,0.39000422,0.05
7.805131,1.5239247,0.39025423,0.05
7.810131,1.5258772,0.39050424,0.05
7.815131,1.527831,0.39075425,0.05
7.8201313,1.529786,0.39100426,0.05
7.8251314,1.5317422,0.39125428,0.05
7.8301315,1.5336998,0.3915043,0.05
7.8351316,1.5356585,0.3917543,0.05
7.8401318,1.5376185,0.3920043,0.05
7.845132,1.5395797,0.39225432,0.05
7.850132,1.5415423,0.39250433,0.05
7.855132,1.543506,0.39275435,0.05
7.860132,1.5454711,0.39300436,0.05
7.8651323,1.5474373,0.39325437,0.05
7.8701324,1.5494049,0.39350438,0.05
7.8751326,1.5513736,0.3937544,0.05
7.8801327,1.5533437,0.3940044,0.05
7.885133,1.5553149,0.39425442,0.05
7.890133,1.5572875,0.39450443,0.05
7.895133,1.5592612,0.39475444,0.05
7.900133,1.5612363,0.39500445,0.05
7.9051332,1.5632125,0.39525446,0.05
7.9101334,1.5651901,0.39550447,0.05
7.9151335,1.5671688,0.3957545,0.05
7.9201336,1.5691489,0.3960045,0.05
7.9251337,1.5711302,0.3962545,0.05
7.930134,1.5731127,0.39650452,0.05
7.935134,1.5750965,0.39675453,0.05
7.940134,1.5770816,0.39700454,0.05
7.945134,1.5790678,0.39725456,0.05
7.9501343,1.5810554,0.39750457,0.05
7.9551344,1.5830442,0.39775458,0.05
7.9601345,1.5850343,0.3980046,0.05
7.9651346,1.5870255,0.3982546,0.05
7.9701347,1.589018,0.3985046,0.05
7.975135,1.5910118,0.39875463,0.05
7.980135,1.5930067,0.39900464,0.05
7.985135,1.595003,0.39925465,0.05
7.990135,1.5970005,0.39950466,0.05
7.9951353,1.5989993,0.39975467,0.05
8.000135,1.6009992,0.40000468,0.05
8.005136,1.6030005,0.4002547,0.05
8.010136,1.605003,0.4005047,0.05
8.015136,1.6070068,0.40075472,0.05
8.020136,1.6090118,0.40100473,0.05
8.025136,1.6110181,0.40125474,0.05
8.030136,1.6130255,0.40150476,0.05
8.035136,1.6150343,0.40175477,0.05
8.040136,1.6170443,0.40200478,0.05
8.045136,1.6190556,0.4022548,0.05
8.050137,1.6210681,0.4025048,0.05
8.055137,1.6230819,0.4027548,0.05
8.060137,1.6250969,0.40300483,0.05
8.065137,1.6271132,0.40325484,0.05
8.070137,1.6291307,0.40350485,0.05
8.075137,1.6311495,0.40375486,0.05
8.080137,1.6331695,0.40400487,0.05
8.085137,1.6351908,0.40425488,0.05
8.0901375,1.6372133,0.4045049,0.05
8.095138,1.6392372,0.4047549,0.05
8.100138,1.6412622,0.40500492,0.05
8.105138,1.6432885,0.40525493,0.05
8.110138,1.645316,0.40550494,0.05
8.115138,1.6473448,0.40575495,0.05
8.120138,1.6493748,0.40600497,0.05
8.125138,1.6514062,0.40625498,0.05
8.130138,1.6534387,0.406505,0.05
8.1351385,1.6554725,0.406755,0.05
8.140139,1.6575075,0.407005,0.05
8.145139,1.6595439,0.40725502,0.05
8.150139,1.6615814,0.40750504,0.05
8.155139,1.6636201,0.40775505,0.05
8.160139,1.6656601,0.40800506,0.05
8.165139,1.6677014,0.40825507,0.05
8.170139,1.6697439,0.40850508,0.05
8.175139,1.6717876,0.4087551,0.05
8.18014,1.6738327,0.4090051,0.05
8.18514,1.6758789,0.40925512,0.05
8.19014,1.6779264,0.40950513,0.05
8.19514,1.6799752,0.40975514,0.05
8.20014,1.6820252,0.41000515,0.05
8.20514,1.6840764,0.41025516,0.05
8.21014,1.686129,0.41050518,0.05
8.21514,1.6881827,0.4107552,0.05
8.22014,1.6902378,0.4110052,0.05
8.225141,1.692294,0.4112552,0.05
8.230141,1.6943516,0.41150522,0.05
8.235141,1.6964103,0.41175523,0.05
8.240141,1.6984704,0.41200525,0.05
8.245141,1.7005316,0.41225526,0.05
8.250141,1.7025942,0.41250527,0.05
8.255141,1.7046579,0.41275528,0.05
8.260141,1.706723,0.4130053,0.05
8.2651415,1.7087892,0.4132553,0.05
8.270142,1.7108568,0.41350532,0.05
8.275142,1.7129256,0.41375533,0.05
8.280142,1.7149956,0.41400534,0.05
8.285142,1.7170669,0.41425535,0.05
8.290142,1.7191395,0.41450536,0.05
8.295142,1.7212132,0.41475537,0.05
8.300142,1.7232883,0.4150054,0.05
8.305142,1.7253646,0.4152554,0.05
8.3101425,1.7274421,0.4155054,0.05
8.315143,1.7295209,0.41575542,0.05
8.320143,1.731601,0.41600543,0.05
8.325143,1.7336823,0.41625544,0.05
8.330143,1.7357649,0.41650546,0.05
8.335143,1.7378486,0.41675547,0.05
8.340143,1.7399336,0.41700548,0.05
8.345143,1.7420199,0.4172555,0.05
8.350143,1.7441074,0.4175055,0.05
8.355144,1.7461962,0.4177555,0.05
8.360144,1.7482861,0.41800553,0.05
8.365144,1.7503774,0.41825554,0.05
8.370144,1.7524699,0.41850555,0.05
8.375144,1.7545637,0.41875556,0.05
8.380144,1.7566587,0.41900557,0.05
8.385144,1.758755,0.41925558,0.05
8.390144,1.7608525,0.4195056,0.05
8.395144,1.7629513,0.4197556,0.05
8.400145,1.7650512,0.42000562,0.05
8.405145,1.7671525,0.42025563,0.05
8.410145,1.769255,0.42050564,0.05
8.415145,1.7713588,0.42075565,0.05
8.420145,1.7734638,0.42100567,0.05
8.425145,1.7755702,0.42125568,0.05
8.430145,1.7776777,0.4215057,0.05
8.435145,1.7797865,0.4217557,0.05
8.4401455,1.7818965,0.4220057,0.05
8.445146,1.7840078,0.42225572,0.05
8.450146,1.7861203,0.42250574,0.05
8.455146,1.7882341,0.42275575,0.05
8.460146,1.7903491,0.42300576,0.05
8.465146,1.7924654,0.42325577,0.05
8.470146,1.794583,0.42350578,0.05
8.475146,1.7967018,0.4237558,0.05
8.480146,1.7988218,0.4240058,0.05
8.4851465,1.8009431,0.42425582,0.05
8.490147,1.8030657,0.42450583,0.05
8.495147,1.8051895,0.42475584,0.05
8.500147,1.8073145,0.42500585,0.05
8.505147,1.8094409,0.42525586,0.05
8.510147,1.8115684,0.42550588,0.05
8.515147,1.8136971,0.4257559,0.05
8.520147,1.8158271,0.4260059,0.05
8.525147,1.8179584,0.4262559,0.05
8.530148,1.8200909,0.42650592,0.05
8.535148,1.8222246,0.42675593,0.05
8.540148,1.8243597,0.42700595,0.05
8.545148,1.8264959,0.42725596,0.05
8.550148,1.8286334,0.42750597,0.05
8.555148,1.8307722,0.42775598,0.05
8.560148,1.8329122,0.428006,0.05
8.565148,1.8350534,0.428256,0.05
8.570148,1.837196,0.42850602,0.05
8.575149,1.8393397,0.42875603,0.05
8.580149,1.8414848,0.42900604,0.05
8.585149,1.843631,0.42925605,0.05
8.590149,1.8457786,0.42950606,0.05
8.595149,1.8479273,0.42975608,0.05
8.600149,1.8500774,0.4300061,0.05
8.605149,1.8522286,0.4302561,0.05
8.610149,1.8543812,0.4305061,0.05
8.6151495,1.856535,0.43075612,0.05
8.62015,1.85869,0.43100613,0.05
8.62515,1.8608463,0.43125615,0.05
8.63015,1.8630038,0.43150616,0.05
8.63515,1.8651626,0.43175617,0.05
8.64015,1.8673227,0.43200618,0.05
8.64515,1.869484,0.4322562,0.05
8.65015,1.8716465,0.4325062,0.05
8.65515,1.8738103,0.43275622,0.05
8.660151,1.8759754,0.43300623,0.05
8.665151,1.8781416,0.43325624,0.05
8.670151,1.8803092,0.43350625,0.05
8.675151,1.882478,0.43375626,0.05
8.680151,1.8846481,0.43400627,0.05
8.685151,1.8868194,0.4342563,0.05
8.690151,1.888992,0.4345063,0.05
8.695151,1.8911657,0.4347563,0.05
8.700151,1.8933407,0.43500632,0.05
8.705152,1.895517,0.43525633,0.05
8.710152,1.8976945,0.43550634,0.05
8.715152,1.8998733,0.43575636,0.05
8.720152,1.9020532,0.43600637,0.05
8.725152,1.9042345,0.43625638,0.05
8.730152,1.906417,0.4365064,0.05
8.735152,1.9086008,0.4367564,0.05
8.740152,1.9107858,0.4370064,0.05
8.745152,1.9129721,0.43725643,0.05
8.750153,1.9151596,0.43750644,0.05
8.755153,1.9173484,0.43775645,0.05
8.760153,1.9195384,0.43800646,0.05
8.765153,1.9217297,0.43825647,0.05
8.770153,1.9239222,0.43850648,0.05
8.775153,1.926116,0.4387565,0.05
8.780153,1.928311,0.4390065,0.05
8.785153,1.9305073,0.43925652,0.05
8.7901535,1.9327048,0.43950653,0.05
8.795154,1.9349036,0.43975654,0.05
8.800154,1.9371036,0.44000655,0.05
8.805154,1.939305,0.44025657,0.05
8.810154,1.9415075,0.44050658,0.05
8.815154,1.9437113,0.4407566,0.05
8.820154,1.9459163,0.4410066,0.05
8.825154,1.9481226,0.4412566,0.05
8.830154,1.9503301,0.44150662,0.05
8.835155,1.952539,0.44175664,0.05
8.840155,1.954749,0.44200665,0.05
8.845155,1.9569603,0.44225666,0.05
8.850155,1.9591728,0.44250667,0.05
8.855155,1.9613867,0.44275668,0.05
8.860155,1.9636017,0.4430067,0.05
8.865155,1.965818,0.4432567,0.05
8.870155,1.9680356,0.44350672,0.05
8.875155,1.9702544,0.44375673,0.05
8.880156,1.9724745,0.44400674,0.05
8.885156,1.9746957,0.44425675,0.05
8.890156,1.9769182,0.44450676,0.05
8.895156,1.979142,0.44475678,0.05
8.900156,1.981367,0.4450068,0.05
8.905156,1.9835932,0.4452568,0.05
8.910156,1.9858208,0.4455068,0.05
8.915156,1.9880495,0.44575682,0.05
8.9201565,1.9902796,0.44600683,0.05
8.925157,1.9925108,0.44625685,0.05
8.930157,1.9947433,0.44650686,0.05
8.935157,1.9969771,0.44675687,0.05
8.940157,1.9992121,0.44700688,0.05
8.945157,2.0014484,0.4472569,0.05
8.950157,2.003686,0.4475069,0.05
8.955157,2.0059247,0.44775692,0.05
8.960157,2.0081646,0.44800693,0.05
8.9651575,2.010406,0.44825694,0.05
8.970158,2.0126486,0.44850695,0.05
8.975158,2.0148923,0.44875696,0.05
8.980158,2.0171373,0.44900697,0.05
8.985158,2.0193837,0.449257,0.05
8.990158,2.0216312,0.449507,0.05
8.995158,2.02388,0.449757,0.05
9.000158,2.02613,0.45000702,0.05
9.005158,2.0283813,0.45025703,0.05
9.010159,2.030634,0.45050704,0.05
9.015159,2.0328877,0.45075706,0.05
9.020159,2.0351427,0.45100707,0.05
9.025159,2.037399,0.45125708,0.05
9.030159,2.0396566,0.4515071,0.05
9.035159,2.0419154,0.4517571,0.05
9.040159,2.0441754,0.4520071,0.05
9.045159,2.0464368,0.45225713,0.05
9.050159,2.0486994,0.45250714,0.05
9.05516,2.0509632,0.45275715,0.05
9.06016,2.0532281,0.45300716,0.05
9.06516,2.0554943,0.45325717,0.05
9.07016,2.057762,0.45350718,0.05
9.07516,2.0600307,0.4537572,0.05
9.08016,2.0623007,0.4540072,0.05
9.08516,2.0645719,0.45425722,0.05
9.09016,2.0668445,0.45450723,0.05
9.0951605,2.0691183,0.45475724,0.05
9.100161,2.0713933,0.45500726,0.05
9.105161,2.0736694,0.45525727,0.05
9.110161,2.075947,0.45550728,0.05
9.115161,2.0782259,0.4557573,0.05
9.120161,2.0805058,0.4560073,0.05
9.125161,2.082787,0.4562573,0.05
9.130161,2.0850697,0.45650733,0.05
9.135161,2.0873535,0.45675734,0.05
9.1401615,2.0896385,0.45700735,0.05
9.145162,2.0919247,0.45725736,0.05
9.150162,2.0942123,0.45750737,0.05
9.155162,2.096501,0.45775738,0.05
9.160162,2.0987911,0.4580074,0.05
9.165162,2.1010823,0.4582574,0.05
9.170162,2.103375,0.45850742,0.05
9.175162,2.1056688,0.45875743,0.05
9.180162,2.1079638,0.45900744,0.05
9.185163,2.11026,0.45925745,0.05
9.190163,2.1125576,0.45950747,0.05
9.195163,2.1148565,0.45975748,0.05
9.200163,2.1171565,0.4600075,0.05
9.205163,2.1194577,0.4602575,0.05
9.210163,2.1217604,0.4605075,0.05
9.215163,2.1240642,0.46075752,0.05
9.220163,2.1263692,0.46100754,0.05
9.225163,2.1286755,0.46125755,0.05
9.230164,2.130983,0.46150756,0.05
9.235164,2.133292,0.46175757,0.05
9.240164,2.135602,0.46200758,0.05
9.245164,2.1379132,0.4622576,0.05
9.250164,2.1402256,0.4625076,0.05
9.255164,2.1425395,0.46275762,0.05
9.260164,2.1448545,0.46300763,0.05
9.265164,2.1471708,0.46325764,0.05
9.2701645,2.1494882,0.46350765,0.05
9.275165,2.151807,0.46375766,0.05
9.280165,2.1541271,0.46400768,0.05
9.285165,2.1564484,0.4642577,0.05
9.290165,2.1587708,0.4645077,0.05
9.295165,2.1610947,0.4647577,0.05
9.300165,2.1634197,0.46500772,0.05
9.305165,2.165746,0.46525773,0.05
9.310165,2.1680734,0.46550775,0.05
9.3151655,2.1704023,0.46575776,0.05
9.320166,2.1727324,0.46600777,0.05
9.325166,2.1750636,0.46625778,0.05
9.330166,2.177396,0.4665078,0.05
9.335166,2.17973,0.4667578,0.05
9.340166,2.182065,0.46700782,0.05
9.345166,2.1844013,0.46725783,0.05
9.350166,2.1867387,0.46750784,0.05
9.355166,2.1890776,0.46775785,0.05
9.360167,2.1914177,0.46800786,0.05
9.365167,2.193759,0.46825787,0.05
9.370167,2.1961014,0.4685079,0.05
9.375167,2.1984453,0.4687579,0.05
9.380167,2.2007904,0.4690079,0.05
9.385167,2.2031367,0.46925792,0.05
9.390167,2.2054842,0.46950793,0.05
9.395167,2.207833,0.46975794,0.05
9.400167,2.2101831,0.47000796,0.05
9.405168,2.2125344,0.47025797,0.05
9.410168,2.214887,0.47050798,0.05
9.415168,2.2172408,0.470758,0.05
9.420168,2.219596,0.471008,0.05
9.425168,2.2219522,0.471258,0.05
9.430168,2.2243097,0.47150803,0.05
9.435168,2.2266684,0.47175804,0.05
9.440168,2.2290285,0.47200805,0.05
9.4451685,2.2313898,0.47225806,0.05
9.450169,2.2337523,0.47250807,0.05
9.455169,2.236116,0.47275808,0.05
9.460169,2.238481,0.4730081,0.05
9.465169,2.2408473,0.4732581,0.05
9.470169,2.2432148,0.47350812,0.05
9.475169,2.2455835,0.47375813,0.05
9.480169,2.2479537,0.47400814,0.05
9.485169,2.250325,0.47425815,0.05
9.49017,2.2526975,0.47450817,0.05
9.49517,2.2550712,0.47475818,0.05
9.50017,2.2574463,0.4750082,0.05
9.50517,2.2598226,0.4752582,0.05
9.51017,2.2622,0.4755082,0.05
9.51517,2.2645788,0.47575822,0.05
9.52017,2.266959,0.47600824,0.05
9.52517,2.2693403,0.47625825,0.05
9.53017,2.2717228,0.47650826,0.05
9.535171,2.2741065,0.47675827,0.05
9.540171,2.2764916,0.47700828,0.05
9.545171,2.278878,0.4772583,0.05
9.550171,2.2812655,0.4775083,0.05
9.555171,2.2836542,0.47775832,0.05
9.560171,2.2860444,0.47800833,0.05
9.565171,2.2884357,0.47825834,0.05
9.570171,2.2908282,0.47850835,0.05
9.575171,2.293222,0.47875836,0.05
9.580172,2.295617,0.47900838,0.05
9.585172,2.2980134,0.4792584,0.05
9.590172,2.300411,0.4795084,0.05
9.595172,2.3028097,0.4797584,0.05
9.600172,2.3052099,0.48000842,0.05
9.605172,2.3076112,0.48025844,0.05
9.610172,2.3100138,0.48050845,0.05
9.615172,2.3124175,0.48075846,0.05
9.6201725,2.3148224,0.48100847,0.05
9.625173,2.3172288,0.48125848,0.05
9.630173,2.3196363,0.4815085,0.05
9.635173,2.322045,0.4817585,0.05
9.640173,2.324455,0.48200852,0.05
9.645173,2.3268664,0.48225853,0.05
9.650173,2.329279,0.48250854,0.05
9.655173,2.3316927,0.48275855,0.05
9.660173,2.3341076,0.48300856,0.05
9.665174,2.336524,0.48325858,0.05
9.670174,2.3389416,0.4835086,0.05
9.675174,2.3413603,0.4837586,0.05
9.680174,2.3437803,0.4840086,0.05
9.685174,2.3462017,0.48425862,0.05
9.690174,2.3486242,0.48450863,0.05
9.695174,2.351048,0.48475865,0.05
9.700174,2.353473,0.48500866,0.05
9.705174,2.3558993,0.48525867,0.05
9.710175,2.358327,0.48550868,0.05
